1,iri,https://www.youtube.com/watch?v=3WlOZTy072k
1,山下達郎,https://www.youtube.com/watch?v=xOAPa2b3p2s
1,chill pop,https://www.youtube.com/watch?v=F0IbjVq-fgs
1,lofi hiphop,https://www.youtube.com/watch?v=qK9OLRbAW30
1,smooth jazz,https://www.youtube.com/watch?v=CdnaJPPxQow
1,michael jackson,https://www.youtube.com/watch?v=ko5roiJR8EY
2,恋愛レボリューション,https://www.youtube.com/watch?v=D_xkQAxyf-o
2,パープルヘイズ,https://www.youtube.com/watch?v=sARHmO_QuEM
